"node_from","layer_from","layer_to","node_to","weight","trial_num"
39,4,2,39,0.142857142857143,36
39,4,3,39,0.166666666666667,36
139,5,3,139,0.25,36
139,5,4,139,0.25,36
178,5,3,178,0.5,36
234,4,3,234,0.166666666666667,36
47,4,3,47,0.142857142857143,36
225,5,3,225,0.142857142857143,36
148,5,3,148,0.166666666666667,36
163,5,3,163,0.25,36
204,5,4,204,1,36
81,5,3,81,0.5,36
199,4,3,199,0.2,36
225,2,1,225,0.5,37
225,4,1,225,0.333333333333333,37
225,4,2,225,0.25,37
225,5,3,225,0.2,37
43,3,1,43,0.25,37
68,4,3,68,0.25,37
144,4,3,144,0.166666666666667,37
226,5,3,226,0.333333333333333,37
197,2,1,197,0.166666666666667,37
197,4,1,197,0.25,37
234,4,2,234,0.2,37
234,4,3,234,0.2,37
114,3,2,114,0.166666666666667,37
114,5,2,114,0.333333333333333,37
46,4,2,46,0.2,37
117,5,2,117,0.5,37
117,5,3,117,0.25,37
79,5,3,79,0.5,37
119,5,4,119,0.25,37
104,4,3,104,0.142857142857143,37
162,4,3,162,0.142857142857143,37
83,4,1,83,0.333333333333333,38
83,3,2,83,0.333333333333333,38
138,5,2,138,0.5,38
234,4,1,234,0.142857142857143,38
75,3,1,75,0.333333333333333,38
75,5,1,75,0.5,38
93,2,1,93,0.2,38
93,4,1,93,0.2,38
93,4,2,93,0.333333333333333,38
46,4,2,46,0.166666666666667,38
144,5,2,144,0.333333333333333,38
144,4,3,144,0.166666666666667,38
226,3,2,226,0.166666666666667,38
124,4,1,124,0.333333333333333,38
39,4,3,39,0.2,38
200,5,4,200,0.5,38
223,5,4,223,0.5,38
158,4,2,158,0.2,38
119,4,3,119,0.333333333333333,38
119,5,3,119,0.5,38
174,5,4,174,0.25,38
93,4,3,93,0.6,39
138,3,1,138,0.25,39
144,5,3,144,0.25,39
234,2,1,234,0.5,39
234,4,3,234,0.25,39
46,3,1,46,0.2,39
197,4,3,197,0.25,39
225,5,4,225,0.166666666666667,39
39,3,2,39,0.0909090909090909,39
39,4,2,39,0.2,39
49,3,2,49,0.125,39
49,4,2,49,0.25,39
49,4,3,49,0.2,39
139,4,2,139,0.25,39
139,5,2,139,0.25,39
139,4,3,139,0.5,39
139,5,4,139,0.333333333333333,39
96,5,2,96,0.333333333333333,39
47,3,2,47,0.333333333333333,39
200,5,4,200,0.25,39
223,3,2,223,0.125,39
223,5,3,223,0.125,39
170,4,2,170,0.25,39
116,4,3,116,0.333333333333333,39
119,5,3,119,0.25,39
75,2,1,75,0.2,40
78,2,1,78,0.4,40
226,4,1,226,0.2,40
226,4,3,226,0.2,40
226,5,3,226,0.2,40
226,5,4,226,0.333333333333333,40
197,4,1,197,0.5,40
197,3,2,197,0.25,40
225,2,1,225,0.333333333333333,40
225,4,1,225,0.2,40
225,4,2,225,0.333333333333333,40
93,4,2,93,0.333333333333333,40
223,3,2,223,0.166666666666667,40
223,4,3,223,0.125,40
223,5,3,223,0.2,40
223,5,4,223,0.166666666666667,40
39,4,2,39,0.2,40
39,4,3,39,0.125,40
47,3,2,47,0.142857142857143,40
227,3,2,227,0.25,40
139,4,2,139,0.142857142857143,40
184,3,2,184,0.166666666666667,40
116,4,3,116,0.25,40
148,5,3,148,0.25,40
162,4,3,162,0.25,40
83,2,1,83,0.166666666666667,41
83,4,1,83,0.6,41
83,4,2,83,0.166666666666667,41
138,4,3,138,0.333333333333333,41
144,2,1,144,0.333333333333333,41
144,5,1,144,0.5,41
144,5,2,144,0.5,41
226,2,1,226,0.166666666666667,41
226,4,1,226,0.166666666666667,41
226,5,1,226,0.125,41
226,3,2,226,0.25,41
226,4,2,226,0.2,41
226,5,2,226,0.142857142857143,41
226,5,4,226,0.142857142857143,41
75,2,1,75,0.333333333333333,41
75,4,1,75,0.5,41
75,5,1,75,0.5,41
75,5,4,75,1,41
197,3,1,197,0.333333333333333,41
225,5,1,225,0.25,41
66,3,1,66,0.25,41
234,3,2,234,0.142857142857143,41
200,5,2,200,0.166666666666667,41
96,5,2,96,0.333333333333333,41
166,3,2,166,0.166666666666667,41
170,4,2,170,0.2,41
178,3,2,178,0.333333333333333,41
223,4,3,223,0.1,41
223,5,4,223,0.111111111111111,41
182,4,2,182,0.25,41
47,3,2,47,0.25,41
47,4,3,47,0.2,41
104,5,4,104,0.166666666666667,41
148,5,3,148,0.25,41
204,5,3,204,0.333333333333333,41
116,5,4,116,0.25,41
183,4,1,183,0.4,42
197,2,1,197,0.166666666666667,42
226,3,2,226,0.2,42
46,2,1,46,0.142857142857143,42
46,4,1,46,0.25,42
46,4,2,46,0.166666666666667,42
83,4,2,83,0.333333333333333,42
138,4,3,138,0.333333333333333,42
234,2,1,234,0.166666666666667,42
234,4,1,234,0.166666666666667,42
234,4,2,234,0.142857142857143,42
93,5,2,93,0.333333333333333,42
43,2,1,43,0.333333333333333,42
43,3,1,43,1,42
43,3,2,43,0.333333333333333,42
49,3,2,49,0.25,42
114,5,2,114,0.5,42
117,3,2,117,0.2,42
158,4,2,158,0.166666666666667,42
139,5,4,139,0.2,42
162,4,3,162,0.25,42
50,4,3,50,0.2,42
191,5,3,191,0.25,42
160,5,3,160,0.5,42
46,4,1,46,0.333333333333333,43
186,4,1,186,0.2,43
225,4,1,225,0.2,43
226,5,3,226,0.333333333333333,43
43,3,1,43,0.285714285714286,43
75,2,1,75,0.333333333333333,43
75,5,2,75,0.25,43
144,2,1,144,0.25,43
144,4,1,144,0.25,43
144,4,2,144,0.2,43
144,5,4,144,0.25,43
234,4,3,234,0.2,43
93,4,3,93,0.2,43
138,4,1,138,0.25,43
138,4,2,138,0.25,43
197,3,2,197,0.2,43
197,4,3,197,0.2,43
47,3,2,47,0.25,43
83,3,2,83,0.25,43
139,5,2,139,0.142857142857143,43
139,5,4,139,0.333333333333333,43
39,4,2,39,0.166666666666667,43
200,5,2,200,0.166666666666667,43
96,5,2,96,0.2,43
223,4,2,223,0.142857142857143,43
223,4,3,223,0.1,43
158,4,3,158,0.142857142857143,43
163,5,3,163,0.25,43
191,5,3,191,0.333333333333333,43
213,5,3,213,0.5,43
138,4,2,138,0.142857142857143,44
138,5,3,138,0.25,44
75,3,1,75,0.25,44
123,3,1,123,0.25,44
144,3,2,144,0.166666666666667,44
144,4,2,144,0.4,44
226,4,1,226,0.333333333333333,44
83,3,1,83,0.333333333333333,44
83,4,2,83,0.2,44
186,4,1,186,0.142857142857143,44
68,4,3,68,0.2,44
93,4,1,93,0.166666666666667,44
93,4,3,93,0.111111111111111,44
49,4,3,49,0.2,44
223,3,2,223,0.2,44
47,4,3,47,0.25,44
139,3,2,139,0.25,44
114,5,2,114,0.2,44
117,5,3,117,0.25,44
162,5,3,162,0.2,44
118,5,3,118,0.2,44
81,5,4,81,0.166666666666667,44
214,5,4,214,0.25,44
138,3,1,138,0.2,45
138,4,1,138,0.25,45
138,5,2,138,1,45
225,4,3,225,0.25,45
225,5,3,225,0.25,45
226,3,2,226,0.111111111111111,45
226,4,2,226,0.166666666666667,45
226,5,2,226,0.166666666666667,45
234,4,2,234,0.25,45
68,4,1,68,0.333333333333333,45
124,4,1,124,0.333333333333333,45
83,2,1,83,0.25,45
83,4,2,83,0.2,45
183,4,3,183,0.25,45
114,5,2,114,0.5,45
158,4,3,158,0.4,45
204,5,3,204,0.25,45
204,5,4,204,0.142857142857143,45
121,4,3,121,0.2,45
119,5,4,119,0.333333333333333,45
225,3,1,225,0.142857142857143,46
225,3,2,225,0.2,46
225,5,4,225,0.142857142857143,46
88,2,1,88,0.25,46
75,3,1,75,0.25,46
75,4,3,75,0.333333333333333,46
83,4,3,83,0.25,46
138,3,1,138,0.166666666666667,46
138,3,2,138,0.166666666666667,46
226,5,3,226,0.25,46
234,4,2,234,0.222222222222222,46
234,4,3,234,0.166666666666667,46
43,3,2,43,0.125,46
93,3,2,93,0.2,46
93,4,2,93,0.5,46
93,5,2,93,0.25,46
93,4,3,93,0.25,46
39,4,2,39,0.25,46
182,4,2,182,0.25,46
184,3,2,184,0.2,46
200,4,2,200,0.125,46
200,5,2,200,0.2,46
178,5,3,178,0.4,46
47,3,2,47,0.166666666666667,46
47,4,3,47,0.166666666666667,46
139,4,2,139,0.2,46
139,5,4,139,0.25,46
79,5,3,79,0.333333333333333,46
148,5,3,148,0.333333333333333,46
162,5,4,162,1,46
104,4,3,104,0.166666666666667,46
163,5,3,163,0.5,46
174,5,4,174,0.25,46
68,4,1,68,0.2,47
138,2,1,138,0.125,47
138,4,1,138,0.142857142857143,47
138,3,2,138,0.142857142857143,47
138,4,2,138,0.285714285714286,47
203,5,1,203,0.2,47
234,3,1,234,0.125,47
46,2,1,46,0.5,47
46,3,1,46,0.2,47
46,3,2,46,0.25,47
226,5,3,226,0.5,47
225,5,2,225,0.25,47
225,5,3,225,0.2,47
39,3,2,39,0.166666666666667,47
178,3,2,178,0.166666666666667,47
47,4,3,47,0.125,47
49,4,2,49,0.25,47
200,4,2,200,0.125,47
104,5,4,104,0.25,47
81,5,3,81,0.142857142857143,47
204,5,3,204,0.2,47
93,3,1,93,0.25,48
165,4,1,165,0.333333333333333,48
225,2,1,225,0.25,48
225,4,1,225,0.142857142857143,48
225,4,2,225,0.4,48
234,2,1,234,0.2,48
46,3,1,46,0.2,48
46,3,2,46,0.142857142857143,48
138,2,1,138,0.333333333333333,48
138,3,1,138,0.166666666666667,48
138,4,1,138,0.2,48
138,4,2,138,0.2,48
138,4,3,138,0.125,48
138,5,3,138,0.2,48
75,4,3,75,0.4,48
75,5,4,75,0.166666666666667,48
226,3,2,226,0.142857142857143,48
200,4,2,200,0.166666666666667,48
200,5,4,200,0.333333333333333,48
83,4,3,83,0.166666666666667,48
158,3,2,158,0.25,48
223,4,2,223,0.142857142857143,48
117,3,2,117,0.333333333333333,48
139,5,3,139,0.166666666666667,48
50,4,3,50,0.333333333333333,48
104,5,3,104,0.2,48
191,5,3,191,0.2,48
160,5,3,160,0.5,48
79,5,3,79,0.25,48
90,5,4,90,0.25,48
214,5,4,214,0.2,48
43,2,1,43,0.166666666666667,49
68,3,1,68,0.2,49
68,4,1,68,0.142857142857143,49
68,4,3,68,0.142857142857143,49
75,3,1,75,0.2,49
75,4,2,75,0.25,49
138,3,2,138,0.166666666666667,49
138,4,2,138,0.25,49
138,4,3,138,0.2,49
226,3,2,226,0.166666666666667,49
226,5,3,226,0.166666666666667,49
234,3,2,234,0.2,49
234,4,2,234,0.166666666666667,49
234,4,3,234,0.25,49
114,5,2,114,0.111111111111111,49
114,5,3,114,0.166666666666667,49
169,5,2,169,0.166666666666667,49
36,3,2,36,0.125,49
39,3,2,39,0.166666666666667,49
39,4,2,39,0.2,49
39,4,3,39,0.166666666666667,49
108,3,2,108,0.75,49
223,3,2,223,0.166666666666667,49
223,4,2,223,0.5,49
223,4,3,223,0.142857142857143,49
223,5,3,223,0.285714285714286,49
94,3,2,94,0.166666666666667,49
93,4,3,93,0.166666666666667,49
93,5,4,93,0.142857142857143,49
148,5,3,148,0.125,49
119,5,4,119,0.333333333333333,49
116,5,4,116,0.333333333333333,49
79,5,3,79,0.2,49
90,5,4,90,0.25,49
124,4,1,124,0.333333333333333,50
225,4,3,225,0.2,50
225,5,3,225,0.2,50
225,5,4,225,0.333333333333333,50
46,3,2,46,0.142857142857143,50
46,5,2,46,0.142857142857143,50
46,5,3,46,0.2,50
75,3,2,75,0.4,50
75,5,2,75,0.25,50
75,5,3,75,0.142857142857143,50
75,5,4,75,0.25,50
93,2,1,93,0.5,50
93,3,1,93,0.333333333333333,50
93,3,2,93,0.5,50
226,2,1,226,0.25,50
226,4,1,226,0.2,50
226,3,2,226,0.2,50
226,4,2,226,0.166666666666667,50
226,4,3,226,0.166666666666667,50
226,5,4,226,0.25,50
83,3,1,83,0.333333333333333,50
117,3,2,117,0.333333333333333,50
223,4,2,223,0.142857142857143,50
227,3,2,227,0.111111111111111,50
39,3,2,39,0.166666666666667,50
39,4,2,39,0.2,50
39,4,3,39,0.166666666666667,50
204,4,3,204,0.333333333333333,50
204,5,3,204,0.333333333333333,50
50,4,3,50,0.125,50
81,5,3,81,0.25,50
174,5,4,174,0.25,50
104,5,4,104,0.25,50
83,4,1,83,0.166666666666667,51
226,4,1,226,0.25,51
138,2,1,138,0.25,51
138,3,1,138,0.25,51
138,4,1,138,0.25,51
138,4,2,138,0.2,51
138,4,3,138,0.2,51
138,5,4,138,0.333333333333333,51
66,3,1,66,0.25,51
46,4,2,46,0.333333333333333,51
203,5,3,203,0.142857142857143,51
75,5,4,75,0.333333333333333,51
144,4,2,144,0.166666666666667,51
144,5,3,144,0.333333333333333,51
144,5,4,144,0.333333333333333,51
182,4,2,182,0.2,51
47,4,3,47,0.2,51
158,3,2,158,0.25,51
158,4,2,158,0.2,51
170,4,2,170,0.333333333333333,51
36,3,2,36,0.25,51
39,3,2,39,0.2,51
58,3,2,58,0.166666666666667,51
50,4,3,50,0.166666666666667,51
104,4,3,104,0.25,51
116,4,3,116,0.2,51
163,5,3,163,0.5,51
81,5,4,81,1,51
139,5,3,139,0.5,51
162,5,3,162,0.2,51
43,3,1,43,0.25,52
46,4,1,46,0.142857142857143,52
46,5,2,46,0.25,52
46,5,4,46,0.125,52
66,3,1,66,0.2,52
88,2,1,88,0.25,52
226,5,2,226,0.142857142857143,52
226,4,3,226,0.2,52
226,5,3,226,0.285714285714286,52
226,5,4,226,0.166666666666667,52
93,4,1,93,0.2,52
39,3,2,39,0.2,52
225,5,4,225,0.25,52
49,3,2,49,0.142857142857143,52
223,4,3,223,0.166666666666667,52
117,3,2,117,1,52
139,3,2,139,0.333333333333333,52
184,3,2,184,0.142857142857143,52
119,5,4,119,0.166666666666667,52
118,5,3,118,0.142857142857143,52
191,5,3,191,0.2,52
81,5,4,81,0.25,52
138,4,3,138,0.25,52
116,4,3,116,0.2,52
75,5,2,75,0.5,53
144,4,1,144,0.2,53
144,5,2,144,0.333333333333333,53
138,3,2,138,0.166666666666667,53
138,4,2,138,0.25,53
225,4,2,225,0.25,53
226,4,3,226,0.333333333333333,53
66,3,1,66,0.333333333333333,53
183,3,1,183,0.25,53
39,4,2,39,0.2,53
170,4,2,170,0.2,53
227,3,2,227,0.142857142857143,53
234,3,2,234,0.333333333333333,53
178,5,2,178,0.25,53
139,4,3,139,0.2,53
36,3,2,36,0.2,53
223,5,4,223,0.333333333333333,53
49,4,3,49,0.333333333333333,53
199,4,3,199,0.2,53
118,5,3,118,0.333333333333333,53
116,5,3,116,0.333333333333333,53
116,5,4,116,0.333333333333333,53
191,5,3,191,0.142857142857143,53
119,4,3,119,0.25,53
204,5,3,204,0.333333333333333,53
111,5,4,111,0.142857142857143,53
123,3,1,123,0.5,54
225,2,1,225,0.125,54
225,3,1,225,0.125,54
197,3,2,197,0.125,54
226,5,3,226,0.25,54
43,3,2,43,0.25,54
144,4,2,144,0.333333333333333,54
144,5,2,144,0.25,54
144,5,3,144,0.4,54
234,4,1,234,1,54
75,3,2,75,0.166666666666667,54
75,4,3,75,0.2,54
75,5,3,75,0.166666666666667,54
75,5,4,75,0.5,54
114,5,2,114,0.2,54
139,4,2,139,0.2,54
184,3,2,184,0.142857142857143,54
170,4,2,170,0.25,54
49,3,2,49,0.25,54
47,3,2,47,0.25,54
223,5,4,223,0.2,54
200,5,4,200,0.5,54
204,4,3,204,0.2,54
199,4,3,199,0.2,54
116,4,3,116,0.333333333333333,54
214,5,4,214,0.25,54
111,5,4,111,0.2,54
225,2,1,225,0.666666666666667,55
225,4,1,225,0.333333333333333,55
225,4,2,225,0.25,55
225,4,3,225,0.25,55
226,4,1,226,0.166666666666667,55
226,4,2,226,0.333333333333333,55
93,2,1,93,0.2,55
144,4,1,144,0.166666666666667,55
144,4,2,144,0.142857142857143,55
144,4,3,144,0.25,55
68,4,3,68,0.166666666666667,55
197,2,1,197,0.2,55
234,4,3,234,0.2,55
203,5,3,203,0.25,55
170,4,2,170,0.2,55
223,4,2,223,0.5,55
47,3,2,47,0.166666666666667,55
117,3,2,117,0.333333333333333,55
117,5,2,117,0.25,55
117,5,3,117,0.5,55
158,4,3,158,0.2,55
49,4,2,49,0.142857142857143,55
49,4,3,49,0.0909090909090909,55
184,3,2,184,0.666666666666667,55
162,5,4,162,0.2,55
191,5,3,191,0.2,55
121,4,3,121,0.2,55
204,5,4,204,0.333333333333333,55
104,4,3,104,0.5,55
104,5,3,104,0.125,55
119,4,3,119,0.142857142857143,55
119,5,3,119,0.2,55
119,5,4,119,0.2,55
93,2,1,93,0.2,56
93,5,1,93,0.25,56
93,3,2,93,0.25,56
93,5,2,93,0.25,56
203,5,1,203,0.166666666666667,56
225,5,1,225,0.25,56
234,2,1,234,0.333333333333333,56
75,5,2,75,0.25,56
226,4,1,226,0.333333333333333,56
226,5,1,226,0.333333333333333,56
226,3,2,226,0.166666666666667,56
226,5,4,226,0.2,56
138,3,2,138,0.25,56
144,4,3,144,0.333333333333333,56
144,5,4,144,0.25,56
96,5,2,96,0.166666666666667,56
169,5,2,169,0.2,56
200,4,2,200,0.25,56
223,5,3,223,0.5,56
79,5,3,79,0.25,56
162,4,3,162,0.125,56
162,5,3,162,0.142857142857143,56
162,5,4,162,0.166666666666667,56
204,4,3,204,0.2,56
197,4,3,197,0.166666666666667,56
111,5,4,111,0.4,56
174,5,4,174,0.666666666666667,56
203,3,1,203,0.333333333333333,57
225,5,2,225,0.333333333333333,57
225,5,3,225,0.333333333333333,57
226,2,1,226,0.166666666666667,57
226,4,1,226,0.2,57
226,5,1,226,0.2,57
226,3,2,226,0.25,57
226,4,2,226,0.25,57
43,2,1,43,0.5,57
46,5,1,46,0.25,57
83,3,2,83,0.142857142857143,57
83,4,3,83,0.166666666666667,57
144,3,2,144,0.2,57
144,5,3,144,0.166666666666667,57
144,5,4,144,0.25,57
197,4,1,197,0.5,57
49,3,2,49,0.166666666666667,57
178,3,2,178,0.2,57
138,3,2,138,0.2,57
36,3,2,36,0.25,57
158,4,2,158,0.5,57
223,4,2,223,0.333333333333333,57
116,5,4,116,0.285714285714286,57
119,4,3,119,0.25,57
119,5,3,119,0.333333333333333,57
119,5,4,119,0.5,57
50,4,3,50,0.5,57
46,2,1,46,0.25,58
46,4,3,46,0.2,58
66,3,1,66,0.2,58
123,3,1,123,0.125,58
197,2,1,197,0.142857142857143,58
197,4,2,197,0.166666666666667,58
68,3,1,68,1,58
75,4,3,75,0.25,58
225,4,1,225,0.166666666666667,58
225,5,4,225,0.2,58
234,2,1,234,0.5,58
234,3,1,234,1,58
234,3,2,234,0.5,58
117,3,2,117,0.166666666666667,58
117,5,3,117,0.166666666666667,58
114,3,2,114,0.25,58
170,4,2,170,0.2,58
47,3,2,47,0.5,58
139,5,4,139,0.333333333333333,58
163,5,3,163,0.2,58
119,4,3,119,0.142857142857143,58
119,5,3,119,0.25,58
119,5,4,119,0.166666666666667,58
204,5,4,204,0.25,58
111,5,4,111,0.142857142857143,58
214,5,4,214,0.142857142857143,58
75,4,2,75,0.2,59
75,5,4,75,0.25,59
88,2,1,88,0.2,59
93,2,1,93,0.285714285714286,59
144,5,1,144,0.2,59
225,4,2,225,0.2,59
225,5,2,225,0.333333333333333,59
183,4,1,183,0.166666666666667,59
183,4,3,183,0.166666666666667,59
83,2,1,83,0.333333333333333,59
182,4,2,182,0.333333333333333,59
200,4,2,200,0.142857142857143,59
47,4,3,47,0.2,59
139,5,4,139,0.166666666666667,59
223,4,2,223,0.2,59
226,5,2,226,0.2,59
226,5,4,226,0.2,59
144,2,1,144,0.2,60
144,5,2,144,0.25,60
197,3,1,197,0.333333333333333,60
197,4,2,197,0.125,60
234,4,1,234,0.333333333333333,60
225,5,1,225,0.25,60
225,4,2,225,0.285714285714286,60
93,4,3,93,0.2,60
138,4,1,138,0.2,60
75,3,2,75,0.333333333333333,60
49,3,2,49,0.142857142857143,60
49,4,2,49,0.333333333333333,60
200,4,2,200,0.5,60
226,3,2,226,0.285714285714286,60
226,4,2,226,0.125,60
226,5,2,226,0.166666666666667,60
226,5,3,226,0.2,60
223,5,2,223,0.2,60
223,5,3,223,0.25,60
158,3,2,158,0.2,60
114,5,3,114,0.2,60
104,4,3,104,0.333333333333333,60
214,5,4,214,0.25,60
83,2,1,83,0.4,61
93,2,1,93,0.25,61
123,3,1,123,0.111111111111111,61
225,5,1,225,0.166666666666667,61
138,2,1,138,0.2,61
138,4,2,138,0.25,61
138,5,3,138,0.166666666666667,61
75,5,4,75,0.2,61
203,5,3,203,0.2,61
178,3,2,178,0.25,61
117,5,3,117,0.166666666666667,61
234,4,3,234,0.25,61
139,5,2,139,0.25,61
47,4,3,47,0.166666666666667,61
163,5,3,163,0.25,61
50,4,3,50,0.333333333333333,61
116,4,3,116,0.166666666666667,61
116,5,3,116,0.333333333333333,61
116,5,4,116,0.25,61
104,5,4,104,0.25,61
111,5,4,111,0.5,61
124,4,1,124,0.2,62
177,5,1,177,0.166666666666667,62
75,3,1,75,0.2,62
75,5,1,75,0.25,62
75,4,2,75,0.5,62
203,3,1,203,0.25,62
234,4,2,234,0.5,62
225,4,2,225,0.166666666666667,62
225,5,2,225,0.25,62
226,4,2,226,0.5,62
138,5,4,138,0.142857142857143,62
144,4,3,144,0.25,62
39,4,2,39,0.5,62
139,4,2,139,0.125,62
139,5,2,139,0.2,62
108,3,2,108,0.142857142857143,62
46,5,3,46,0.25,62
114,5,3,114,0.4,62
223,5,3,223,0.2,62
119,4,3,119,0.2,62
160,5,3,160,0.166666666666667,62
79,5,3,79,0.2,62
162,5,3,162,0.2,62
75,3,2,75,0.2,63
75,4,3,75,0.2,63
75,5,4,75,0.333333333333333,63
46,3,2,46,0.333333333333333,63
46,5,4,46,0.5,63
68,4,1,68,0.2,63
68,4,3,68,0.166666666666667,63
93,4,3,93,0.5,63
93,5,3,93,0.5,63
93,5,4,93,1,63
43,3,2,43,0.111111111111111,63
226,3,1,226,0.166666666666667,63
226,4,2,226,0.666666666666667,63
226,4,3,226,0.142857142857143,63
197,4,2,197,0.25,63
96,5,2,96,0.25,63
169,5,2,169,1,63
225,3,2,225,0.0833333333333334,63
225,5,2,225,0.111111111111111,63
225,4,3,225,0.111111111111111,63
223,3,2,223,0.2,63
170,4,2,170,0.25,63
47,4,3,47,0.333333333333333,63
108,3,2,108,0.2,63
182,4,2,182,0.5,63
116,4,3,116,0.166666666666667,63
79,5,3,79,0.166666666666667,63
104,5,3,104,0.25,63
162,4,3,162,0.25,63
68,3,1,68,0.25,64
83,2,1,83,0.2,64
83,4,3,83,0.333333333333333,64
225,3,1,225,0.2,64
75,2,1,75,0.333333333333333,64
75,4,2,75,0.25,64
138,3,1,138,0.333333333333333,64
183,4,1,183,0.5,64
49,3,2,49,0.125,64
117,5,3,117,0.2,64
93,4,2,93,0.166666666666667,64
184,3,2,184,0.25,64
200,4,2,200,0.142857142857143,64
114,5,2,114,0.2,64
116,5,3,116,0.25,64
162,5,3,162,0.166666666666667,64
162,5,4,162,0.25,64
213,5,3,213,0.25,64
104,5,4,104,0.5,64
174,5,4,174,0.125,64
43,2,1,43,0.333333333333333,65
138,2,1,138,0.25,65
138,4,1,138,0.25,65
186,4,1,186,0.142857142857143,65
226,5,4,226,0.25,65
144,3,2,144,0.2,65
225,5,4,225,0.25,65
39,3,2,39,0.4,65
49,4,2,49,0.2,65
49,4,3,49,0.166666666666667,65
75,4,2,75,0.333333333333333,65
108,3,2,108,0.125,65
83,4,2,83,0.142857142857143,65
223,4,2,223,0.2,65
223,4,3,223,0.25,65
94,3,2,94,0.4,65
200,5,4,200,0.333333333333333,65
114,5,3,114,0.333333333333333,65
47,4,3,47,0.25,65
182,4,2,182,0.2,65
116,4,3,116,0.333333333333333,65
119,5,3,119,0.2,65
162,5,4,162,0.166666666666667,65
111,5,4,111,0.111111111111111,65
93,4,2,93,0.166666666666667,66
93,4,3,93,0.142857142857143,66
183,4,1,183,0.333333333333333,66
43,3,1,43,0.333333333333333,66
138,2,1,138,0.5,66
138,5,3,138,0.25,66
225,4,3,225,0.166666666666667,66
186,4,1,186,0.333333333333333,66
144,4,1,144,0.2,66
197,2,1,197,0.25,66
139,4,2,139,0.333333333333333,66
139,4,3,139,0.5,66
223,4,3,223,1,66
226,4,2,226,0.4,66
36,3,2,36,0.333333333333333,66
117,3,2,117,0.285714285714286,66
227,3,2,227,0.166666666666667,66
108,3,2,108,0.5,66
148,5,3,148,1,66
111,5,4,111,0.5,66
90,5,4,90,0.25,66
43,2,1,43,0.25,67
197,4,1,197,0.333333333333333,67
124,4,1,124,0.142857142857143,67
203,5,3,203,0.2,67
225,4,2,225,0.2,67
225,5,2,225,0.2,67
78,2,1,78,0.333333333333333,67
93,3,2,93,0.2,67
226,4,2,226,0.142857142857143,67
226,5,4,226,0.25,67
158,4,2,158,0.25,67
227,3,2,227,0.25,67
47,4,2,47,0.666666666666667,67
75,4,3,75,0.166666666666667,67
75,5,4,75,0.25,67
223,5,3,223,0.5,67
39,3,2,39,0.2,67
178,5,3,178,0.166666666666667,67
81,4,3,81,0.166666666666667,67
81,5,3,81,0.2,67
104,5,3,104,0.333333333333333,67
68,4,3,68,0.166666666666667,67
66,3,1,66,0.333333333333333,68
124,4,1,124,0.25,68
144,5,1,144,0.2,68
144,4,2,144,0.2,68
144,5,4,144,0.166666666666667,68
203,3,1,203,0.25,68
203,5,3,203,0.2,68
225,2,1,225,0.166666666666667,68
225,3,2,225,0.166666666666667,68
225,5,2,225,0.25,68
226,2,1,226,0.166666666666667,68
226,5,2,226,0.2,68
46,4,1,46,0.25,68
46,5,4,46,0.25,68
43,2,1,43,0.333333333333333,68
138,4,1,138,0.2,68
138,5,2,138,0.333333333333333,68
138,4,3,138,0.166666666666667,68
49,3,2,49,0.2,68
49,4,2,49,0.166666666666667,68
47,3,2,47,0.166666666666667,68
47,4,2,47,0.2,68
47,4,3,47,0.25,68
93,4,3,93,0.2,68
117,5,2,117,0.285714285714286,68
197,4,2,197,0.166666666666667,68
94,3,2,94,0.25,68
223,4,2,223,0.2,68
223,4,3,223,0.125,68
108,3,2,108,0.333333333333333,68
178,3,2,178,0.25,68
39,4,2,39,0.333333333333333,68
213,5,3,213,0.2,68
104,4,3,104,0.166666666666667,68
79,5,3,79,0.25,68
162,4,3,162,0.25,68
214,5,4,214,0.333333333333333,68
90,5,4,90,0.125,68
138,2,1,138,0.25,69
138,5,2,138,0.25,69
183,3,1,183,0.2,69
183,4,1,183,0.2,69
225,4,1,225,0.166666666666667,69
225,5,1,225,0.333333333333333,69
225,5,4,225,0.25,69
226,3,2,226,0.2,69
226,4,2,226,0.2,69
226,5,3,226,0.2,69
226,5,4,226,0.2,69
144,4,3,144,0.5,69
144,5,3,144,0.5,69
144,5,4,144,0.333333333333333,69
93,5,4,93,0.25,69
46,4,3,46,0.125,69
46,5,3,46,0.125,69
75,3,2,75,0.2,69
75,4,2,75,0.2,69
83,4,2,83,0.25,69
43,3,1,43,0.25,69
197,4,1,197,0.5,69
139,5,4,139,0.5,69
166,3,2,166,0.125,69
182,4,2,182,0.5,69
108,3,2,108,0.142857142857143,69
200,5,4,200,0.166666666666667,69
223,3,2,223,0.25,69
223,5,4,223,0.333333333333333,69
50,4,3,50,0.125,69
148,5,3,148,0.2,69
81,4,3,81,0.25,69
104,4,3,104,0.333333333333333,69
111,5,4,111,1,69
144,4,1,144,0.142857142857143,70
144,4,3,144,0.166666666666667,70
93,4,3,93,0.166666666666667,70
225,3,1,225,0.25,70
225,3,2,225,0.2,70
225,4,2,225,0.25,70
58,3,2,58,0.166666666666667,70
200,4,2,200,0.666666666666667,70
39,4,2,39,0.333333333333333,70
138,4,3,138,0.333333333333333,70
223,5,4,223,0.333333333333333,70
108,3,2,108,0.25,70
116,4,3,116,0.142857142857143,70
121,4,3,121,0.2,70
